nominal;data;curs;cdx
1;20.09.2006;26,7715;Доллар США
1;19.09.2006;26,8048;Доллар США
1;16.09.2006;26,7667;Доллар США
1;15.09.2006;26,8015;Доллар США
1;14.09.2006;26,7980;Доллар США
1;13.09.2006;26,7764;Доллар США
1;12.09.2006;26,7965;Доллар США
1;09.09.2006;26,7625;Доллар США
1;08.09.2006;26,6708;Доллар США
1;07.09.2006;26,6714;Доллар США
1;06.09.2006;26,6406;Доллар США
1;05.09.2006;26,7222;Доллар США
1;02.09.2006;26,7542;Доллар США
1;01.09.2006;26,7295;Доллар США
1;31.08.2006;26,7379;Доллар США
1;30.08.2006;26,7446;Доллар США
1;29.08.2006;26,7672;Доллар США
1;26.08.2006;26,7998;Доллар США
1;25.08.2006;26,7863;Доллар США
1;24.08.2006;26,7614;Доллар США
1;23.08.2006;26,6964;Доллар США
1;22.08.2006;26,7050;Доллар США
1;19.08.2006;26,7364;Доллар США
1;18.08.2006;26,7225;Доллар США
1;17.08.2006;26,7804;Доллар США
1;16.08.2006;26,8337;Доллар США
1;15.08.2006;26,8189;Доллар США
1;12.08.2006;26,7930;Доллар США
1;11.08.2006;26,6738;Доллар США
1;10.08.2006;26,7391;Доллар США
1;09.08.2006;26,7348;Доллар США
1;08.08.2006;26,6962;Доллар США
1;05.08.2006;26,7710;Доллар США
1;04.08.2006;26,8040;Доллар США
1;03.08.2006;26,7605;Доллар США
1;02.08.2006;26,8416;Доллар США
1;01.08.2006;26,8197;Доллар США
1;29.07.2006;26,8718;Доллар США
1;28.07.2006;26,8431;Доллар США
1;27.07.2006;26,9878;Доллар США
1;26.07.2006;26,9073;Доллар США
1;25.07.2006;26,9223;Доллар США
1;22.07.2006;26,9122;Доллар США
1;21.07.2006;26,9674;Доллар США
1;20.07.2006;27,0554;Доллар США
1;19.07.2006;27,0194;Доллар США
1;18.07.2006;26,9277;Доллар США
1;15.07.2006;26,9631;Доллар США
1;14.07.2006;26,9189;Доллар США
1;13.07.2006;26,8670;Доллар США
1;12.07.2006;26,9125;Доллар США
1;11.07.2006;26,8558;Доллар США
1;08.07.2006;26,8781;Доллар США
1;07.07.2006;26,9111;Доллар США
1;06.07.2006;26,8559;Доллар США
1;05.07.2006;26,8397;Доллар США
1;04.07.2006;26,8735;Доллар США
1;01.07.2006;26,9423;Доллар США
1;30.06.2006;27,0789;Доллар США
1;29.06.2006;27,0611;Доллар США
1;28.06.2006;27,0334;Доллар США
1;27.06.2006;27,1021;Доллар США
1;24.06.2006;27,0491;Доллар США
1;23.06.2006;26,9738;Доллар США
1;22.06.2006;27,0163;Доллар США
1;21.06.2006;27,0450;Доллар США
1;20.06.2006;27,0379;Доллар США
1;17.06.2006;26,9869;Доллар США
1;16.06.2006;27,0369;Доллар США
1;15.06.2006;27,0895;Доллар США
1;14.06.2006;27,0836;Доллар США
1;10.06.2006;27,0079;Доллар США
1;09.06.2006;26,8801;Доллар США
1;08.06.2006;26,8582;Доллар США
1;07.06.2006;26,7331;Доллар США
1;06.06.2006;26,7089;Доллар США
1;03.06.2006;26,8868;Доллар США
1;02.06.2006;27,0474;Доллар США
1;01.06.2006;26,9355;Доллар США
1;31.05.2006;26,9840;Доллар США
1;30.05.2006;27,0652;Доллар США
1;27.05.2006;27,0349;Доллар США
1;26.05.2006;27,0381;Доллар США
1;25.05.2006;27,0168;Доллар США
1;24.05.2006;26,9876;Доллар США
1;23.05.2006;27,0965;Доллар США
1;20.05.2006;26,9987;Доллар США
1;19.05.2006;27,0663;Доллар США
1;18.05.2006;26,9569;Доллар США
1;17.05.2006;27,0209;Доллар США
1;16.05.2006;26,9187;Доллар США
1;13.05.2006;26,9431;Доллар США
1;12.05.2006;27,0755;Доллар США
1;11.05.2006;27,0359;Доллар США
1;07.05.2006;27,0801;Доллар США
1;06.05.2006;27,1258;Доллар США
1;05.05.2006;27,2085;Доллар США
1;04.05.2006;27,1590;Доллар США
1;03.05.2006;27,2424;Доллар США
1;29.04.2006;27,2739;Доллар США
1;28.04.2006;27,3621;Доллар США
1;27.04.2006;27,3921;Доллар США
1;26.04.2006;27,4244;Доллар США
1;25.04.2006;27,4331;Доллар США
1;22.04.2006;27,5198;Доллар США
1;21.04.2006;27,4666;Доллар США
1;20.04.2006;27,4650;Доллар США
1;19.04.2006;27,5675;Доллар США
1;18.04.2006;27,6336;Доллар США
1;15.04.2006;27,7002;Доллар США
1;14.04.2006;27,6985;Доллар США
1;13.04.2006;27,6625;Доллар США
1;12.04.2006;27,6797;Доллар США
1;11.04.2006;27,7085;Доллар США
1;08.04.2006;27,6077;Доллар США
1;07.04.2006;27,5332;Доллар США
1;06.04.2006;27,5602;Доллар США
1;05.04.2006;27,6921;Доллар США
1;04.04.2006;27,7737;Доллар США
1;01.04.2006;27,6996;Доллар США
1;31.03.2006;27,7626;Доллар США
1;30.03.2006;27,8043;Доллар США
1;29.03.2006;27,8019;Доллар США
1;28.03.2006;27,7730;Доллар США
1;25.03.2006;27,8470;Доллар США
1;24.03.2006;27,7680;Доллар США
1;23.03.2006;27,7383;Доллар США
1;22.03.2006;27,7027;Доллар США
1;21.03.2006;27,6615;Доллар США
1;18.03.2006;27,7028;Доллар США
1;17.03.2006;27,8171;Доллар США
1;16.03.2006;27,8432;Доллар США
1;15.03.2006;27,9929;Доллар США
1;14.03.2006;28,0079;Доллар США
1;11.03.2006;28,0203;Доллар США
1;10.03.2006;28,0000;Доллар США
1;08.03.2006;27,9945;Доллар США
1;07.03.2006;27,8810;Доллар США
1;04.03.2006;27,9305;Доллар США
1;03.03.2006;28,0279;Доллар США
1;02.03.2006;28,0245;Доллар США
1;01.03.2006;28,1211;Доллар США
1;28.02.2006;28,1223;Доллар США
1;27.02.2006;28,1550;Доллар США
1;23.02.2006;28,1827;Доллар США
1;22.02.2006;28,1908;Доллар США
1;21.02.2006;28,1451;Доллар США
1;18.02.2006;28,2182;Доллар США
1;17.02.2006;28,2225;Доллар США
1;16.02.2006;28,1994;Доллар США
1;15.02.2006;28,1844;Доллар США
1;14.02.2006;28,2369;Доллар США
1;11.02.2006;28,2411;Доллар США
1;10.02.2006;28,2496;Доллар США
1;09.02.2006;28,2642;Доллар США
1;08.02.2006;28,2524;Доллар США
1;07.02.2006;28,2349;Доллар США
1;04.02.2006;28,1732;Доллар США
1;03.02.2006;28,1901;Доллар США
1;02.02.2006;28,1042;Доллар США
1;01.02.2006;28,1305;Доллар США
1;31.01.2006;28,1207;Доллар США
1;28.01.2006;28,0240;Доллар США
1;27.01.2006;27,9698;Доллар США
1;26.01.2006;27,9805;Доллар США
1;25.01.2006;27,9898;Доллар США
1;24.01.2006;28,0512;Доллар США
1;21.01.2006;28,2909;Доллар США
1;20.01.2006;28,2863;Доллар США
1;19.01.2006;28,3023;Доллар США
1;18.01.2006;28,2697;Доллар США
1;17.01.2006;28,3007;Доллар США
1;14.01.2006;28,4740;Доллар США
1;13.01.2006;28,3966;Доллар США
1;12.01.2006;28,4834;Доллар США
1;11.01.2006;28,4821;Доллар США
1;31.12.2005;28,7825;Доллар США
1;30.12.2005;28,7900;Доллар США
1;29.12.2005;28,7472;Доллар США
1;28.12.2005;28,8177;Доллар США
1;27.12.2005;28,8059;Доллар США
1;24.12.2005;28,7799;Доллар США
1;23.12.2005;28,8400;Доллар США
1;22.12.2005;28,7629;Доллар США
1;21.12.2005;28,6649;Доллар США
1;20.12.2005;28,6400;Доллар США
1;17.12.2005;28,6523;Доллар США
1;16.12.2005;28,6892;Доллар США
1;15.12.2005;28,6610;Доллар США
1;14.12.2005;28,7135;Доллар США
1;13.12.2005;28,8571;Доллар США
1;10.12.2005;28,9258;Доллар США
1;09.12.2005;28,9799;Доллар США
1;08.12.2005;28,9261;Доллар США
1;07.12.2005;28,9123;Доллар США
1;06.12.2005;28,9978;Доллар США
1;03.12.2005;28,9646;Доллар США
1;02.12.2005;28,8160;Доллар США
1;01.12.2005;28,7792;Доллар США
1;30.11.2005;28,7312;Доллар США
1;29.11.2005;28,8698;Доллар США
1;26.11.2005;28,7896;Доллар США
1;25.11.2005;28,7410;Доллар США
1;24.11.2005;28,7267;Доллар США
1;23.11.2005;28,8108;Доллар США
1;22.11.2005;28,7745;Доллар США
1;19.11.2005;28,8436;Доллар США
1;18.11.2005;28,8760;Доллар США
1;17.11.2005;28,8380;Доллар США
1;16.11.2005;28,8503;Доллар США
1;15.11.2005;28,8250;Доллар США
1;12.11.2005;28,8790;Доллар США
1;11.11.2005;28,8135;Доллар США
1;10.11.2005;28,8280;Доллар США
1;09.11.2005;28,8389;Доллар США
1;08.11.2005;28,7593;Доллар США
1;04.11.2005;28,5544;Доллар США
1;03.11.2005;28,5805;Доллар США
1;02.11.2005;28,5810;Доллар США
1;01.11.2005;28,5030;Доллар США
1;29.10.2005;28,4244;Доллар США
1;28.10.2005;28,4793;Доллар США
1;27.10.2005;28,4633;Доллар США
1;26.10.2005;28,6087;Доллар США
1;25.10.2005;28,6248;Доллар США
1;22.10.2005;28,5666;Доллар США
1;21.10.2005;28,6219;Доллар США
1;20.10.2005;28,6715;Доллар США
1;19.10.2005;28,6140;Доллар США
1;18.10.2005;28,5291;Доллар США
1;15.10.2005;28,5861;Доллар США
1;14.10.2005;28,5990;Доллар США
1;13.10.2005;28,6250;Доллар США
1;12.10.2005;28,5562;Доллар США
1;11.10.2005;28,4708;Доллар США
1;08.10.2005;28,4577;Доллар США
1;07.10.2005;28,5207;Доллар США
1;06.10.2005;28,6157;Доллар США
1;05.10.2005;28,6430;Доллар США
1;04.10.2005;28,6132;Доллар США
1;01.10.2005;28,5348;Доллар США
1;30.09.2005;28,4989;Доллар США
1;29.09.2005;28,5366;Доллар США
1;28.09.2005;28,5678;Доллар США
1;27.09.2005;28,5463;Доллар США
1;24.09.2005;28,4320;Доллар США
1;23.09.2005;28,3603;Доллар США
1;22.09.2005;28,3812;Доллар США
1;21.09.2005;28,4065;Доллар США
1;20.09.2005;28,4582;Доллар США
1;17.09.2005;28,3026;Доллар США
1;16.09.2005;28,3698;Доллар США
1;15.09.2005;28,3160;Доллар США
1;14.09.2005;28,3856;Доллар США
1;13.09.2005;28,3566;Доллар США
1;10.09.2005;28,2517;Доллар США
1;09.09.2005;28,2562;Доллар США
1;08.09.2005;28,2015;Доллар США
1;07.09.2005;28,2108;Доллар США
1;06.09.2005;28,1977;Доллар США
1;03.09.2005;28,3037;Доллар США
1;02.09.2005;28,4637;Доллар США
1;01.09.2005;28,5566;Доллар США
1;31.08.2005;28,5450;Доллар США
1;30.08.2005;28,4368;Доллар США
1;27.08.2005;28,4505;Доллар США
1;26.08.2005;28,4572;Доллар США
1;25.08.2005;28,5844;Доллар США
1;24.08.2005;28,5494;Доллар США
1;23.08.2005;28,5852;Доллар США
1;20.08.2005;28,6003;Доллар США
1;19.08.2005;28,4936;Доллар США
1;18.08.2005;28,4730;Доллар США
1;17.08.2005;28,4161;Доллар США
1;16.08.2005;28,3815;Доллар США
1;13.08.2005;28,3122;Доллар США
1;12.08.2005;28,3788;Доллар США
1;11.08.2005;28,3931;Доллар США
1;10.08.2005;28,3791;Доллар США
1;09.08.2005;28,4355;Доллар США
1;06.08.2005;28,4171;Доллар США
1;05.08.2005;28,4854;Доллар США
1;04.08.2005;28,6040;Доллар США
1;03.08.2005;28,5826;Доллар США
1;02.08.2005;28,5950;Доллар США
1;30.07.2005;28,6341;Доллар США
1;29.07.2005;28,6817;Доллар США
1;28.07.2005;28,7304;Доллар США
1;27.07.2005;28,6888;Доллар США
1;26.07.2005;28,6898;Доллар США
1;23.07.2005;28,5792;Доллар США
1;22.07.2005;28,6012;Доллар США
1;21.07.2005;28,6744;Доллар США
1;20.07.2005;28,7252;Доллар США
1;19.07.2005;28,6726;Доллар США
1;16.07.2005;28,6269;Доллар США
1;15.07.2005;28,6679;Доллар США
1;14.07.2005;28,5678;Доллар США
1;13.07.2005;28,5938;Доллар США
1;12.07.2005;28,7154;Доллар США
1;09.07.2005;28,8374;Доллар США
1;08.07.2005;28,8310;Доллар США
1;07.07.2005;28,8185;Доллар США
1;06.07.2005;28,8333;Доллар США
1;05.07.2005;28,8005;Доллар США
1;02.07.2005;28,6794;Доллар США
1;01.07.2005;28,6282;Доллар США
1;30.06.2005;28,6721;Доллар США
1;29.06.2005;28,5840;Доллар США
1;28.06.2005;28,5802;Доллар США
1;25.06.2005;28,6787;Доллар США
1;24.06.2005;28,6193;Доллар США
1;23.06.2005;28,5528;Доллар США
1;22.06.2005;28,5497;Доллар США
1;21.06.2005;28,4765;Доллар США
1;18.06.2005;28,5841;Доллар США
1;17.06.2005;28,6024;Доллар США
1;16.06.2005;28,6237;Доллар США
1;15.06.2005;28,5658;Доллар США
1;11.06.2005;28,4671;Доллар США
1;10.06.2005;28,4457;Доллар США
1;09.06.2005;28,3766;Доллар США
1;08.06.2005;28,4133;Доллар США
1;07.06.2005;28,4290;Доллар США
1;04.06.2005;28,3761;Доллар США
1;03.06.2005;28,3750;Доллар США
1;02.06.2005;28,2885;Доллар США
1;01.06.2005;28,1946;Доллар США
1;31.05.2005;28,0919;Доллар США
1;28.05.2005;28,0813;Доллар США
1;27.05.2005;28,0638;Доллар США
1;26.05.2005;28,0367;Доллар США
1;25.05.2005;28,0327;Доллар США
1;24.05.2005;28,0619;Доллар США
1;21.05.2005;27,9719;Доллар США
1;20.05.2005;27,9608;Доллар США
1;19.05.2005;28,0055;Доллар США
1;18.05.2005;27,9929;Доллар США
1;17.05.2005;28,0223;Доллар США
1;14.05.2005;27,9237;Доллар США
1;13.05.2005;27,8677;Доллар США
1;12.05.2005;27,8160;Доллар США
1;07.05.2005;27,7852;Доллар США
1;06.05.2005;27,7845;Доллар США
1;05.05.2005;27,7896;Доллар США
1;04.05.2005;27,8364;Доллар США
1;30.04.2005;27,7726;Доллар США
1;29.04.2005;27,7940;Доллар США
1;28.04.2005;27,8055;Доллар США
1;27.04.2005;27,7586;Доллар США
1;26.04.2005;27,7463;Доллар США
1;23.04.2005;27,7304;Доллар США
1;22.04.2005;27,7074;Доллар США
1;21.04.2005;27,7241;Доллар США
1;20.04.2005;27,7543;Доллар США
1;19.04.2005;27,8222;Доллар США
1;16.04.2005;27,9031;Доллар США
1;15.04.2005;27,8291;Доллар США
1;14.04.2005;27,7907;Доллар США
1;13.04.2005;27,7650;Доллар США
1;12.04.2005;27,7933;Доллар США
1;09.04.2005;27,8789;Доллар США
1;08.04.2005;27,8085;Доллар США
1;07.04.2005;27,8739;Доллар США
1;06.04.2005;27,9394;Доллар США
1;05.04.2005;27,8926;Доллар США
1;02.04.2005;27,8831;Доллар США
1;01.04.2005;27,8548;Доллар США
1;31.03.2005;27,8256;Доллар США
1;30.03.2005;27,8313;Доллар США
1;29.03.2005;27,8198;Доллар США
1;26.03.2005;27,7112;Доллар США
1;25.03.2005;27,6970;Доллар США
1;24.03.2005;27,6381;Доллар США
1;23.03.2005;27,5764;Доллар США
1;22.03.2005;27,5442;Доллар США
1;19.03.2005;27,4827;Доллар США
1;18.03.2005;27,4611;Доллар США
1;17.03.2005;27,4890;Доллар США
1;16.03.2005;27,4902;Доллар США
1;15.03.2005;27,4770;Доллар США
1;12.03.2005;27,4629;Доллар США
1;11.03.2005;27,4637;Доллар США
1;10.03.2005;27,5562;Доллар США
1;06.03.2005;27,6698;Доллар США
1;05.03.2005;27,7518;Доллар США
1;04.03.2005;27,7245;Доллар США
1;03.03.2005;27,6990;Доллар США
1;02.03.2005;27,7091;Доллар США
1;01.03.2005;27,7007;Доллар США
1;26.02.2005;27,7738;Доллар США
1;25.02.2005;27,7450;Доллар США
1;23.02.2005;27,8312;Доллар США
1;22.02.2005;27,9365;Доллар США
1;19.02.2005;27,9359;Доллар США
1;18.02.2005;27,9998;Доллар США
1;17.02.2005;28,0016;Доллар США
1;16.02.2005;28,0207;Доллар США
1;15.02.2005;28,0306;Доллар США
1;12.02.2005;28,0688;Доллар США
1;11.02.2005;28,0853;Доллар США
1;10.02.2005;28,1330;Доллар США
1;09.02.2005;28,1872;Доллар США
1;08.02.2005;28,1237;Доллар США
1;05.02.2005;27,9833;Доллар США
1;04.02.2005;28,0104;Доллар США
1;03.02.2005;27,9665;Доллар США
1;02.02.2005;27,9656;Доллар США
1;01.02.2005;28,1136;Доллар США
1;29.01.2005;28,0845;Доллар США
1;28.01.2005;28,0025;Доллар США
1;27.01.2005;28,1017;Доллар США
1;26.01.2005;27,9804;Доллар США
1;25.01.2005;28,0157;Доллар США
1;22.01.2005;28,1569;Доллар США
1;21.01.2005;28,1594;Доллар США
1;20.01.2005;28,1573;Доллар США
1;19.01.2005;28,1129;Доллар США
1;18.01.2005;27,9668;Доллар США
1;15.01.2005;27,9469;Доллар США
1;14.01.2005;27,8677;Доллар США
1;13.01.2005;27,8800;Доллар США
1;12.01.2005;27,9549;Доллар США
1;01.01.2005;27,7487;Доллар США
10;29.03.2023;40,1326;Турецкая лира
10;28.03.2023;40,1832;Турецкая лира
10;25.03.2023;40,1523;Турецкая лира
10;24.03.2023;40,0906;Турецкая лира
10;23.03.2023;40,4636;Турецкая лира
10;22.03.2023;40,4215;Турецкая лира
10;21.03.2023;40,6632;Турецкая лира
10;18.03.2023;40,3336;Турецкая лира
10;17.03.2023;40,2677;Турецкая лира
10;16.03.2023;39,9324;Турецкая лира
10;15.03.2023;39,6452;Турецкая лира
10;14.03.2023;39,8116;Турецкая лира
10;11.03.2023;40,0816;Турецкая лира
10;10.03.2023;40,0953;Турецкая лира
10;08.03.2023;39,9308;Турецкая лира
10;07.03.2023;39,9841;Турецкая лира
10;04.03.2023;39,9593;Турецкая лира
10;03.03.2023;39,9704;Турецкая лира
10;02.03.2023;39,8541;Турецкая лира
10;01.03.2023;39,6676;Турецкая лира
10;28.02.2023;39,9669;Турецкая лира
10;23.02.2023;39,6051;Турецкая лира
10;22.02.2023;39,6906;Турецкая лира
10;21.02.2023;39,2740;Турецкая лира
10;18.02.2023;39,6622;Турецкая лира
10;17.02.2023;39,6726;Турецкая лира
10;16.02.2023;39,3894;Турецкая лира
10;15.02.2023;39,2160;Турецкая лира
10;14.02.2023;39,1066;Турецкая лира
10;11.02.2023;38,6619;Турецкая лира
10;10.02.2023;38,7183;Турецкая лира
10;09.02.2023;38,0205;Турецкая лира
10;08.02.2023;37,6564;Турецкая лира
10;07.02.2023;37,5292;Турецкая лира
10;04.02.2023;37,4221;Турецкая лира
10;03.02.2023;37,2430;Турецкая лира
10;02.02.2023;37,2895;Турецкая лира
10;01.02.2023;37,5001;Турецкая лира
10;31.01.2023;37,0131;Турецкая лира
10;28.01.2023;36,8772;Турецкая лира
10;27.01.2023;36,7656;Турецкая лира
10;26.01.2023;36,6982;Турецкая лира
10;25.01.2023;36,5680;Турецкая лира
10;24.01.2023;36,5161;Турецкая лира
10;21.01.2023;36,5416;Турецкая лира
10;20.01.2023;36,6459;Турецкая лира
10;19.01.2023;36,6618;Турецкая лира
10;18.01.2023;36,5528;Турецкая лира
10;17.01.2023;36,3703;Турецкая лира
10;14.01.2023;35,9865;Турецкая лира
10;13.01.2023;36,0999;Турецкая лира
10;12.01.2023;36,7668;Турецкая лира
10;11.01.2023;37,0841;Турецкая лира
10;10.01.2023;37,4601;Турецкая лира
10;31.12.2022;37,5865;Турецкая лира
10;30.12.2022;38,4634;Турецкая лира
10;29.12.2022;38,1462;Турецкая лира
10;28.12.2022;37,4346;Турецкая лира
10;27.12.2022;36,6506;Турецкая лира
10;24.12.2022;36,7861;Турецкая лира
10;23.12.2022;38,6552;Турецкая лира
10;22.12.2022;37,8054;Турецкая лира
10;21.12.2022;37,0033;Турецкая лира
10;20.12.2022;35,5872;Турецкая лира
10;17.12.2022;34,6567;Турецкая лира
10;16.12.2022;34,4902;Турецкая лира
10;15.12.2022;33,9883;Турецкая лира
10;14.12.2022;33,9180;Турецкая лира
10;13.12.2022;33,6778;Турецкая лира
10;10.12.2022;33,4717;Турецкая лира
10;09.12.2022;33,5807;Турецкая лира
10;08.12.2022;33,7807;Турецкая лира
10;07.12.2022;33,7686;Турецкая лира
10;06.12.2022;33,3841;Турецкая лира
10;03.12.2022;33,1604;Турецкая лира
10;02.12.2022;32,8114;Турецкая лира
10;01.12.2022;32,6772;Турецкая лира
10;30.11.2022;32,7938;Турецкая лира
10;29.11.2022;32,6205;Турецкая лира
10;26.11.2022;32,4788;Турецкая лира
10;25.11.2022;32,4258;Турецкая лира
10;24.11.2022;32,4941;Турецкая лира
10;23.11.2022;32,5853;Турецкая лира
10;22.11.2022;32,6351;Турецкая лира
10;19.11.2022;32,4370;Турецкая лира
10;18.11.2022;32,4528;Турецкая лира
10;17.11.2022;32,4398;Турецкая лира
10;16.11.2022;32,4280;Турецкая лира
10;15.11.2022;32,5980;Турецкая лира
10;12.11.2022;32,3822;Турецкая лира
10;11.11.2022;32,9338;Турецкая лира
10;10.11.2022;32,8337;Турецкая лира
10;09.11.2022;32,7834;Турецкая лира
10;08.11.2022;32,9046;Турецкая лира
10;04.11.2022;33,3580;Турецкая лира
10;03.11.2022;33,1056;Турецкая лира
10;02.11.2022;33,0108;Турецкая лира
10;01.11.2022;33,1220;Турецкая лира
10;29.10.2022;33,0744;Турецкая лира
10;28.10.2022;32,9830;Турецкая лира
10;27.10.2022;33,0271;Турецкая лира
10;26.10.2022;32,9749;Турецкая лира
10;25.10.2022;32,8994;Турецкая лира
10;22.10.2022;32,9268;Турецкая лира
10;21.10.2022;33,0959;Турецкая лира
10;20.10.2022;33,1433;Турецкая лира
10;19.10.2022;33,2041;Турецкая лира
10;18.10.2022;33,2485;Турецкая лира
10;15.10.2022;33,9331;Турецкая лира
10;14.10.2022;34,1662;Турецкая лира
10;13.10.2022;34,3176;Турецкая лира
10;12.10.2022;34,2852;Турецкая лира
10;11.10.2022;33,5447;Турецкая лира
10;08.10.2022;32,9720;Турецкая лира
10;07.10.2022;32,4435;Турецкая лира
10;06.10.2022;32,0042;Турецкая лира
10;05.10.2022;31,6825;Турецкая лира
10;04.10.2022;31,0575;Турецкая лира
10;01.10.2022;29,8581;Турецкая лира
10;30.09.2022;31,0292;Турецкая лира
10;29.09.2022;31,6492;Турецкая лира
10;28.09.2022;31,5431;Турецкая лира
10;27.09.2022;31,5438;Турецкая лира
10;24.09.2022;31,6509;Турецкая лира
10;23.09.2022;32,6746;Турецкая лира
10;22.09.2022;33,2704;Турецкая лира
10;21.09.2022;32,8273;Турецкая лира
10;20.09.2022;32,9429;Турецкая лира
10;17.09.2022;32,8776;Турецкая лира
10;16.09.2022;32,6966;Турецкая лира
10;15.09.2022;32,7770;Турецкая лира
10;14.09.2022;32,9406;Турецкая лира
10;13.09.2022;33,1537;Турецкая лира
10;10.09.2022;33,1596;Турецкая лира
10;09.09.2022;33,3514;Турецкая лира
10;08.09.2022;33,5770;Турецкая лира
10;07.09.2022;33,3972;Турецкая лира
10;06.09.2022;33,4316;Турецкая лира
10;03.09.2022;33,1767;Турецкая лира
10;02.09.2022;33,1213;Турецкая лира
10;01.09.2022;33,1324;Турецкая лира
10;31.08.2022;33,2034;Турецкая лира
10;30.08.2022;33,2165;Турецкая лира
10;27.08.2022;33,0851;Турецкая лира
10;26.08.2022;32,9601;Турецкая лира
10;25.08.2022;33,1144;Турецкая лира
10;24.08.2022;33,0643;Турецкая лира
10;23.08.2022;33,0193;Турецкая лира
10;20.08.2022;32,8786;Турецкая лира
10;19.08.2022;33,3886;Турецкая лира
10;18.08.2022;33,8315;Турецкая лира
10;17.08.2022;34,2060;Турецкая лира
10;16.08.2022;34,1867;Турецкая лира
10;13.08.2022;33,9238;Турецкая лира
10;12.08.2022;33,7788;Турецкая лира
10;11.08.2022;33,6828;Турецкая лира
10;10.08.2022;33,6284;Турецкая лира
10;09.08.2022;33,5980;Турецкая лира
10;06.08.2022;33,6298;Турецкая лира
10;05.08.2022;33,5662;Турецкая лира
10;04.08.2022;33,5605;Турецкая лира
10;03.08.2022;33,5307;Турецкая лира
10;02.08.2022;34,6458;Турецкая лира
10;30.07.2022;34,2121;Турецкая лира
10;29.07.2022;33,6590;Турецкая лира
10;28.07.2022;33,7373;Турецкая лира
10;27.07.2022;32,9237;Турецкая лира
10;26.07.2022;32,5955;Турецкая лира
10;23.07.2022;32,5274;Турецкая лира
10;22.07.2022;32,1330;Турецкая лира
10;21.07.2022;31,2383;Турецкая лира
10;20.07.2022;31,7158;Турецкая лира
10;19.07.2022;32,3692;Турецкая лира
10;16.07.2022;33,0964;Турецкая лира
10;15.07.2022;33,4675;Турецкая лира
10;14.07.2022;33,8812;Турецкая лира
10;13.07.2022;34,0676;Турецкая лира
10;12.07.2022;35,4860;Турецкая лира
10;09.07.2022;35,4639;Турецкая лира
10;08.07.2022;36,7166;Турецкая лира
10;07.07.2022;37,1108;Турецкая лира
10;06.07.2022;34,8106;Турецкая лира
10;05.07.2022;32,9252;Турецкая лира
10;02.07.2022;32,2417;Турецкая лира
10;01.07.2022;31,4745;Турецкая лира
10;30.06.2022;30,7553;Турецкая лира
10;29.06.2022;31,7927;Турецкая лира
10;28.06.2022;30,7335;Турецкая лира
10;25.06.2022;30,7116;Турецкая лира
10;24.06.2022;30,7614;Турецкая лира
10;23.06.2022;30,7394;Турецкая лира
10;22.06.2022;31,5741;Турецкая лира
10;21.06.2022;32,4583;Турецкая лира
10;18.06.2022;32,7736;Турецкая лира
10;17.06.2022;32,9248;Турецкая лира
10;16.06.2022;32,8481;Турецкая лира
10;15.06.2022;33,0974;Турецкая лира
10;11.06.2022;33,5645;Турецкая лира
10;10.06.2022;34,1301;Турецкая лира
10;09.06.2022;36,0141;Турецкая лира
10;08.06.2022;36,7788;Турецкая лира
10;07.06.2022;37,0553;Турецкая лира
10;04.06.2022;37,6605;Турецкая лира
10;03.06.2022;37,4829;Турецкая лира
10;02.06.2022;37,4785;Турецкая лира
10;01.06.2022;37,6317;Турецкая лира
10;31.05.2022;38,5620;Турецкая лира
10;28.05.2022;40,5321;Турецкая лира
10;27.05.2022;38,1102;Турецкая лира
10;26.05.2022;34,9709;Турецкая лира
10;25.05.2022;35,9115;Турецкая лира
10;24.05.2022;36,5192;Турецкая лира
10;21.05.2022;36,9542;Турецкая лира
10;20.05.2022;39,1613;Турецкая лира
10;19.05.2022;40,2234;Турецкая лира
10;18.05.2022;40,7904;Турецкая лира
10;17.05.2022;41,0599;Турецкая лира
10;14.05.2022;41,5061;Турецкая лира
10;13.05.2022;42,9957;Турецкая лира
10;12.05.2022;45,2700;Турецкая лира
10;07.05.2022;45,3928;Турецкая лира
10;06.05.2022;44,7598;Турецкая лира
10;05.05.2022;46,9075;Турецкая лира
10;30.04.2022;48,0114;Турецкая лира
10;29.04.2022;48,8165;Турецкая лира
10;28.04.2022;49,3064;Турецкая лира
10;27.04.2022;49,2701;Турецкая лира
10;26.04.2022;49,8374;Турецкая лира
10;23.04.2022;49,9351;Турецкая лира
10;22.04.2022;51,1112;Турецкая лира
10;21.04.2022;52,5948;Турецкая лира
10;20.04.2022;53,9537;Турецкая лира
10;19.04.2022;54,2774;Турецкая лира
10;16.04.2022;54,7075;Турецкая лира
10;15.04.2022;55,6523;Турецкая лира
10;14.04.2022;54,7892;Турецкая лира
10;13.04.2022;54,2550;Турецкая лира
10;12.04.2022;53,7426;Турецкая лира
10;09.04.2022;50,7989;Турецкая лира
10;08.04.2022;51,7255;Турецкая лира
10;07.04.2022;56,0700;Турецкая лира
10;06.04.2022;56,6681;Турецкая лира
10;05.04.2022;56,8681;Турецкая лира
10;02.04.2022;56,7927;Турецкая лира
10;01.04.2022;56,8163;Турецкая лира
10;31.03.2022;57,3044;Турецкая лира
10;30.03.2022;59,1568;Турецкая лира
10;29.03.2022;63,1350;Турецкая лира
10;26.03.2022;64,4330;Турецкая лира
10;25.03.2022;64,7257;Турецкая лира
